AGE;GNDR;ADMIT;COLLEGE;STUDENT_MAJOR;DIPLOMA_DESCRIPTION;STUDENT_LEVEL;SCHOOL;SCHOOL_CITY;CITIZENSHIP
19;F;Fall 2010-2011;Communication;Mass Communication;Secondary School -Literature;Undergraduate;Dubai Modern Education School;DUBAI;UAE-Passport
20;F;Fall 2010-2011;Communication;Mass Communication;Secondary School -Scientific;Undergraduate;Ajman Secondary G.;AJMAN;Non Citizen
19;F;Fall 2010-2011;Communication;Mass Communication;Secondary School -Literature;Undergraduate;Al Sho'ala Private Sch.;SHARJAH;Non Citizen
19;F;Fall 2010-2011;Communication;Mass Communication;Secondary School -Literature;Undergraduate;Al Sho'ala Private Sch.;SHARJAH;Non Citizen
20;F;Fall 2010-2011;Communication;Mass Communication;Secondary School -Literature;Undergraduate;Al-Bataeh Sec. Sch. G;Sharjah;UAE-Sharjah
23;M;Fall 2010-2011;Communication;Mass Communication;Secondary School -Scientific;Undergraduate;Al-Amal Institute&Nursery F.D.;;Non Citizen
20;M;Fall 2010-2011;Communication;Mass Communication;Secondary School -Scientific;Undergraduate;Al Motanabi Secondary;ABU DHABI;Non Citizen
22;M;Fall 2010-2011;Communication;Mass Communication;H.Sch. Pre-Uni. -Scientific;Undergraduate;Rayan Kashiha Education Center;;Non Citizen
25;M;Fall 2010-2011;Communication;Mass Communication;Secondary School -Scientific;Undergraduate;Dubai Modern Education School;DUBAI;Non Citizen
19;M;Fall 2010-2011;Communication;Mass Communication;Secondary School -Literature;Undergraduate;Al Sho'ala Private Sch.;SHARJAH;UAE-Sharjah
19;M;Fall 2010-2011;Communication;Mass Communication;High School -Scientific;Undergraduate;American International School;Dubai;Non Citizen
20;M;Fall 2010-2011;Communication;Mass Communication;Secondary School -Literature;Undergraduate;Mohamed Bin Rashid Secondary B;DUBAI;UAE-Passport
23;M;Fall 2010-2011;Communication;Mass Communication;Secondary School -Scientific;Undergraduate;Al Safwa Pvt Secondary;DOHA;GCC
20;F;Fall 2010-2011;Communication;Mass Communication;Secondary School -Scientific;Undergraduate;Undeclared;;GCC
54;F;Fall 2010-2011;Communication;Mass Communication;Secondary School -Literature;Undergraduate;Undeclared;;GCC
20;F;Fall 2010-2011;Communication;Mass Communication;Secondary School -Literature;Undergraduate;Jelfar Secondary;RAS AL-KHAIMAH;UAE-Sharjah
19;F;Fall 2010-2011;Communication;Mass Communication;Secondary School -Scientific;Undergraduate;Al Sho'ala Private Sch.;SHARJAH;Non Citizen
19;F;Fall 2010-2011;Communication;Mass Communication;Secondary School -Scientific;Undergraduate;Al Ahlia Pvt Secondary;SHARJAH;Non Citizen
19;F;Fall 2010-2011;Communication;Mass Communication;Secondary School -Literature;Undergraduate;Mareya Al-Qebteya Secondary G;DUBAI;Non Citizen
29;F;Fall 2010-2011;Communication;Mass Communication;Secondary School -Scientific;Undergraduate;Al Gobaibah Secondary G.;SHARJAH;Non Citizen
20;F;Fall 2010-2011;Communication;Mass Communication;Secondary School -Scientific;Undergraduate;Merbeh Girls' Sch. Sec. Edu.;AL FUJAIRAH;Non Citizen
19;F;Fall 2010-2011;Communication;Mass Communication;Secondary School -Literature;Undergraduate;Rouqaya Sec. Sch. G.;Sharjah;UAE-Sharjah
19;F;Fall 2010-2011;Communication;Mass Communication;Secondary School -Scientific;Undergraduate;Rouqaya Sec. Sch. G.;Sharjah;UAE-Sharjah
19;F;Fall 2010-2011;Communication;Mass Communication;Secondary School -Literature;Undergraduate;Waset Secondary G;SHARJAH;UAE-Sharjah
21;F;Fall 2010-2011;Communication;Mass Communication;Secondary School -Literature;Undergraduate;Salma Bint Qais Secondary G;DABA AL HESSEN;UAE-Sharjah
20;F;Fall 2010-2011;Communication;Mass Communication;Secondary School -Literature;Undergraduate;Al Heerah Secondary G;SHARJAH;Nil (No Official Documents)
19;F;Fall 2010-2011;Communication;Mass Communication;Secondary School -Literature;Undergraduate;Al-Aalam Al-Jadeed Private Sch;Dubai;Non Citizen
22;F;Fall 2010-2011;Communication;Mass Communication;Secondary School -Scientific;Undergraduate;Undeclared;;Non Citizen
20;F;Fall 2010-2011;Communication;Mass Communication;Secondary School -Literature;Undergraduate;Al Heerah Secondary G;SHARJAH;Non Citizen
19;F;Fall 2010-2011;Communication;Mass Communication;Secondary School -Literature;Undergraduate;Al Gobaibah Secondary G.;SHARJAH;UAE-Dubai
19;M;Fall 2010-2011;Communication;Mass Communication;Secondary School -Scientific;Undergraduate;Al Motanabi Secondary;ABU DHABI;Non Citizen
23;M;Fall 2010-2011;Communication;Mass Communication;Secondary School -Scientific;Undergraduate;Mazaya Private School;Sharjah;Non Citizen
23;F;Fall 2010-2011;Communication;Mass Communication;Secondary School -Scientific;Undergraduate;Al-Amal Institute&Nursery F.D.;;Non Citizen
19;F;Fall 2010-2011;Communication;Mass Communication;Secondary School -Literature;Undergraduate;Al Reffa'a Secondary G.;SHARJAH;UAE-Sharjah
20;F;Fall 2010-2011;Communication;Mass Communication;Secondary School -Literature;Undergraduate;Al Reffa'a Secondary G.;SHARJAH;UAE-Sharjah
19;M;Fall 2010-2011;Communication;Mass Communication;Secondary School -Literature;Undergraduate;Al Sho'ala Private Sch.;SHARJAH;Non Citizen
19;M;Fall 2010-2011;Communication;Mass Communication;High School -Scientific;Undergraduate;American International School;ABU DHABI;Non Citizen
19;M;Fall 2010-2011;Communication;Mass Communication;Secondary School -Scientific;Undergraduate;Al Ahlia Al Khayria Secondary;DUBAI;Non Citizen
19;M;Fall 2010-2011;Communication;Mass Communication;Secondary School -Scientific;Undergraduate;Al Doha Independent Sec. Sch.;Doha;GCC
20;M;Fall 2010-2011;Communication;Mass Communication;Secondary School -Scientific;Undergraduate;National Charity School Boys;;Non Citizen
19;M;Fall 2010-2011;Communication;Mass Communication;Secondary School -Scientific;Undergraduate;Al-Maliha Secondary B;SHARJAH;Non Citizen
22;M;Fall 2010-2011;Communication;Mass Communication;Secondary School -Scientific;Undergraduate;Al-Amal Institute&Nursery F.D.;;Non Citizen
20;F;Fall 2010-2011;Communication;Mass Communication;Secondary School -Scientific;Undergraduate;Al Heerah Secondary G;SHARJAH;Non Citizen
19;F;Fall 2010-2011;Communication;Mass Communication;Secondary School -Literature;Undergraduate;Al Gobaibah Secondary G.;SHARJAH;Non Citizen
19;F;Fall 2010-2011;Communication;Mass Communication;Secondary School -Scientific;Undergraduate;National Charity School Girls;Dubai;Non Citizen
20;F;Fall 2010-2011;Communication;Mass Communication;Secondary School -Scientific;Undergraduate;Khawlah Bint Al Azwar Sec.Sch;Oman;GCC
20;F;Fall 2010-2011;Communication;Mass Communication;Secondary School -Scientific;Undergraduate;Khawlah Bint Al Azwar Sec.Sch;Oman;GCC
18;F;Fall 2010-2011;Communication;Mass Communication;High School -Scientific;Undergraduate;Dubai International Secondary;DUBAI;Non Citizen
19;F;Fall 2010-2011;Communication;Mass Communication;High School -Scientific;Undergraduate;Victoria English School;;Non Citizen
18;F;Fall 2010-2011;Communication;Mass Communication;Secondary School -Scientific;Undergraduate;Dawha School;Sharjah;Non Citizen
19;F;Fall 2010-2011;Communication;Mass Communication;Secondary School -Literature;Undergraduate;Umamah Bint Abi Al Aaas Sec. G;Muscat;GCC
21;F;Fall 2010-2011;Communication;Mass Communication;Secondary School -Literature;Undergraduate;Al Gobaibah Secondary G.;SHARJAH;UAE-Sharjah
19;F;Fall 2010-2011;Communication;Mass Communication;Secondary School -Literature;Undergraduate;Al Sho'ala Private Sch.;SHARJAH;Non Citizen
20;F;Fall 2010-2011;Communication;Mass Communication;High School -Literature;Undergraduate;Al Ma'refa Private School;SHARJAH;Non Citizen
19;F;Fall 2010-2011;Communication;Mass Communication;Secondary School -Scientific;Undergraduate;National Charity School Girls;Dubai;Non Citizen
20;F;Fall 2010-2011;Communication;Mass Communication;Secondary School -Scientific;Undergraduate;Al Hadeetha Pvt;ABU DHABI;Non Citizen
22;F;Fall 2010-2011;Communication;Mass Communication;Secondary School -Literature;Undergraduate;Al-Manhal International Privat;Abu Dhabi;Non Citizen
22;M;Fall 2010-2011;Communication;Mass Communication;Secondary School -Literature;Undergraduate;Al Qabas Private;;GCC
19;M;Fall 2010-2011;Communication;Mass Communication;Secondary School -Scientific;Undergraduate;Al-Aalam Al-Jadeed Private Sch;Dubai;Non Citizen
19;M;Fall 2010-2011;Communication;Mass Communication;Secondary School -Scientific;Undergraduate;Al Sho'ala Private Sch.;SHARJAH;Non Citizen
27;M;Fall 2010-2011;Communication;Mass Communication;Secondary School -Literature;Undergraduate;Undeclared;;GCC
20;M;Fall 2010-2011;Communication;Mass Communication;Bacalorate -Literature;Undergraduate;Undeclared;;Non Citizen
20;M;Fall 2010-2011;Communication;Mass Communication;High School -Scientific;Undergraduate;Al Mawakeb Pvt School;DUBAI;UAE-Dubai
19;F;Fall 2010-2011;Communication;Mass Communication;Secondary School -Scientific;Undergraduate;AL Noor Int'l School;;Non Citizen
19;F;Fall 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Al-Thakafa Sec. Sch. G;Sharjah;UAE-Sharjah
21;M;Fall 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Al Zied Secondary;SHARJAH;UAE-Sharjah
19;M;Fall 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Al Khalil Bin Ahmed Secondary;SHARJAH;UAE-Sharjah
20;M;Fall 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Mo'ad Bin Jabel Secondary;SHARJAH;UAE-Sharjah
21;M;Fall 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Wadi Al Hilw Secondary School;SHARJAH;UAE-Sharjah
19;F;Fall 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Waset Secondary G;SHARJAH;UAE-Sharjah
20;F;Fall 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Al Shifa Bint Abdulla Ctr;KALBA;UAE-Sharjah
19;F;Fall 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Waset Secondary G;SHARJAH;UAE-Sharjah
19;F;Fall 2010-2011;Communication;Public Relation;High School -Scientific;Undergraduate;Sharjah American Intl School;SHARJAH;UAE-Sharjah
20;F;Fall 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Al Shefa' Bint Abdulla Sec;SUHAR;UAE-Sharjah
20;F;Fall 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Jameela Bou Hurraid Sec G;SHARJAH;UAE-Sharjah
21;F;Fall 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Rouqaya Sec. Sch. G.;Sharjah;UAE-Sharjah
26;F;Fall 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Jelfar Secondary;RAS AL-KHAIMAH;UAE-Ras Alkhaimah
19;F;Fall 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Salma Bint Qais Secondary G;DABA AL HESSEN;UAE-Sharjah
21;F;Fall 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Falaj Al Maalah Secondary;UMM AL QUWAIN;UAE-Sharjah
20;F;Fall 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Al-Ibda'a Girls' Sec.Sch.;Sharjah;UAE-Sharjah
21;F;Fall 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Fatima Al Zahra' Secondary G.;SHARJAH;UAE-Sharjah
19;F;Fall 2010-2011;Communication;Public Relation;Secondary School -Scientific;Undergraduate;Undeclared;;UAE-Sharjah
20;F;Fall 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Al-Thakafa Sec. Sch. G;Sharjah;UAE-Sharjah
21;F;Fall 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Al-Thakafa Sec. Sch. G;Sharjah;UAE-Sharjah
19;F;Fall 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Thameed Secondary G.;AL DHAID;UAE-Sharjah
20;F;Fall 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Fatima Al Zahra' Secondary G.;SHARJAH;UAE-Sharjah
19;F;Fall 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Jameela Bou Hurraid Sec G;SHARJAH;UAE-Sharjah
20;F;Fall 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Um Amarah Sec. Sch. Edu. G.;Sharjah;UAE-Sharjah
19;F;Fall 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Al Gobaibah Secondary G.;SHARJAH;Non Citizen
20;F;Fall 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Salma Bint Qais Secondary G;DABA AL HESSEN;UAE-Sharjah
20;F;Fall 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Fatima Al Zahra' Secondary G.;SHARJAH;UAE-Sharjah
19;F;Fall 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Umm Omarah Secondary G.;KOR FAKAN;UAE-Sharjah
19;F;Fall 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Al Reffa'a Secondary G.;SHARJAH;UAE-Sharjah
19;F;Fall 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Kadrah Secondary;RAS AL-KHAIMAH;UAE-Sharjah
19;F;Fall 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Rouqaya Sec. Sch. G.;Sharjah;UAE-Sharjah
21;F;Fall 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Bahithat Al Badyeh Secondary G;SHARJAH;UAE-Sharjah
21;F;Fall 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Bahithat Al Badyeh Secondary G;SHARJAH;UAE-Sharjah
19;F;Fall 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Bahithat Al Badyeh Secondary G;SHARJAH;UAE-Sharjah
19;F;Fall 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Al-Ibda'a Girls' Sec.Sch.;Sharjah;UAE-Sharjah
19;F;Fall 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Al-Thakafa Sec. Sch. G;Sharjah;UAE-Sharjah
19;F;Fall 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Al-Thumeed Sec.G.;Sharjah;UAE-Sharjah
19;F;Fall 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Fatima Al Zahra' Secondary G.;SHARJAH;UAE-Sharjah
19;F;Fall 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Jameela Bou Hurraid Sec G;SHARJAH;UAE-Sharjah
19;F;Fall 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Jameela Bou Hurraid Sec G;SHARJAH;UAE-Sharjah
19;F;Fall 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Al-Ibda'a Girls' Sec.Sch.;Sharjah;UAE-Sharjah
19;F;Fall 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Bahithat Al Badyeh Secondary G;SHARJAH;UAE-Sharjah
19;F;Fall 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Um Amarah Sec. Sch. Edu. G.;Sharjah;UAE-Sharjah
20;F;Fall 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Bahithat Al Badyeh Secondary G;SHARJAH;UAE-Sharjah
20;F;Fall 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Al Gobaibah Secondary G.;SHARJAH;UAE-Sharjah
19;F;Fall 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Al Heerah Secondary G;SHARJAH;UAE-Sharjah
19;F;Fall 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Salma Bint Qais Secondary G;DABA AL HESSEN;UAE-Sharjah
19;F;Fall 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Undeclared;;UAE-Sharjah
19;F;Fall 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Bahithat Al Badyeh Secondary G;SHARJAH;UAE-Sharjah
20;F;Fall 2010-2011;Communication;Public Relation;IG -Scientific;Undergraduate;Providence English Pvt. School;;UAE-Abu Dhabi
19;F;Fall 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Al Shifa Bint Abdulla Ctr;KALBA;UAE-Sharjah
21;F;Fall 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Um Amarah Sec. Sch. Edu. G.;Sharjah;UAE-Sharjah
19;F;Fall 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Jameela Bou Hurraid Sec G;SHARJAH;UAE-Sharjah
20;F;Fall 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Salma Bint Qais Secondary G;DABA AL HESSEN;UAE-Sharjah
19;F;Fall 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Al Dheet Secondary G;RAS AL KHAIMAH - EMI;UAE-Ras Alkhaimah
19;F;Fall 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Salma Bint Qais Secondary G;DABA AL HESSEN;UAE-Sharjah
21;F;Fall 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Jameela Bou Hurraid Sec G;SHARJAH;UAE-Sharjah
19;F;Fall 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Asma' Bint Omais Secondary;AJMAN;UAE-Sharjah
19;F;Fall 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Al-Bataeh Sec. Sch. G;Sharjah;UAE-Sharjah
19;F;Fall 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Jameela Bou Hurraid Sec G;SHARJAH;UAE-Sharjah
19;M;Fall 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Mo'ad Bin Jabel Secondary;SHARJAH;UAE-Sharjah
19;F;Fall 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Waset Secondary G;SHARJAH;UAE-Sharjah
19;F;Fall 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Al-Ibda'a Girls' Sec.Sch.;Sharjah;UAE-Sharjah
19;F;Fall 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Al-Ibda'a Girls' Sec.Sch.;Sharjah;UAE-Sharjah
20;M;Fall 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Salman Al Farresi Secondary;SHARJAH;Nil (No Official Documents)
19;M;Fall 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Al Zied Secondary;SHARJAH;UAE-Sharjah
21;F;Fall 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Al-Nouf Secondary G;SHARJAH;UAE-Sharjah
20;F;Fall 2010-2011;Communication;Public Relation;High School -Scientific;Undergraduate;Al Wahda Private School;Sharjah;UAE-Sharjah
20;F;Fall 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Manar Al Iman Pvt Charity Sch;AJMAN;Nil (No Official Documents)
18;F;Fall 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Salma Bint Qais Secondary G;DABA AL HESSEN;UAE-Sharjah
19;F;Fall 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Bahithat Al Badyeh Secondary G;SHARJAH;UAE-Sharjah
20;F;Fall 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Um Amarah Sec. Sch. Edu. G.;Sharjah;UAE-Sharjah
19;F;Fall 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Undeclared;;UAE-Sharjah
19;F;Fall 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Al Reffa'a Secondary G.;SHARJAH;UAE-Sharjah
19;F;Fall 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Bahithat Al Badyeh Secondary G;SHARJAH;UAE-Sharjah
19;F;Fall 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Al Sho'ala Private Sch.;SHARJAH;Non Citizen
20;F;Fall 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Al Sabahia Secondary;RAS AL-KHAIMAH;UAE-Ras Alkhaimah
19;F;Fall 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Al Ne'meyah Secondary;AJMAN;UAE-Sharjah
19;F;Fall 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Um Amarah Sec. Sch. Edu. G.;Sharjah;UAE-Sharjah
19;F;Fall 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Rouqaya Sec. Sch. G.;Sharjah;UAE-Sharjah
19;F;Fall 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Ajman Secondary G.;AJMAN;Nil (No Official Documents)
22;F;Fall 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Al Sofooh Secondary G.;DUBAI;UAE-Dubai
19;F;Fall 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Bahithat Al Badyeh Secondary G;SHARJAH;UAE-Sharjah
24;M;Fall 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Mohammed Bin Hamad Al Sharqi;AL FUJAIRAH;UAE-Al Fujairah
19;M;Fall 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Halwan Secondary;SHARJAH;UAE-Sharjah
20;M;Fall 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Al Ameer Secondary;UMM AL QUWAIN;Nil (No Official Documents)
20;M;Fall 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Yousuf Bin Issa Secondary B;KUWAIT;GCC
19;F;Fall 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Rouqaya Sec. Sch. G.;Sharjah;UAE-Sharjah
47;F;Fall 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Undeclared;;Non Citizen
20;F;Fall 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Al Reffa'a Secondary G.;SHARJAH;UAE-Sharjah
19;F;Fall 2010-2011;Communication;Public Relation;Secondary School -Scientific;Undergraduate;National Charity School Girls;Dubai;Non Citizen
28;F;Fall 2010-2011;Communication;Public Relation;Secondary School -Scientific;Undergraduate;Aisha Osman Secondary;SHARJAH;UAE-Sharjah
20;F;Fall 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Ashbal Al Quds Private Sch.;ABU DHABI;GCC
20;M;Fall 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Al Mahmoud Secondary;KALBA;UAE-Sharjah
19;M;Fall 2010-2011;Communication;Public Relation;High School -Literature;Undergraduate;Al Wahda Private School;Sharjah;UAE-Dubai
19;M;Fall 2010-2011;Communication;Public Relation;Secondary School -Scientific;Undergraduate;Khaleefah Secondary;DOHA;GCC
21;F;Fall 2010-2011;Community;Accounting;Secondary School -Literature;Diploma;Al-Thakafa Sec. Sch. G;Sharjah;UAE-Sharjah
21;F;Fall 2010-2011;Community;Accounting;Secondary School -Literature;Diploma;Rouqaya Sec. Sch. G.;Sharjah;UAE-Sharjah
22;F;Fall 2010-2011;Community;Accounting;Secondary School -Literature;Diploma;Asma' Bint Omais Secondary;AJMAN;UAE-Sharjah
21;F;Fall 2010-2011;Community;Accounting;Secondary School -Literature;Diploma;Al Reffa'a Secondary G.;SHARJAH;UAE-Sharjah
20;F;Fall 2010-2011;Community;Accounting;Secondary School -Literature;Diploma;Ajman Secondary G.;AJMAN;Non Citizen
19;F;Fall 2010-2011;Community;Accounting;Secondary School -Literature;Diploma;Al-Ibda'a Girls' Sec.Sch.;Sharjah;UAE-Sharjah
22;F;Fall 2010-2011;Community;Accounting;Secondary School -Literature;Diploma;Jameela Bou Hurraid Sec G;SHARJAH;UAE-Sharjah
22;F;Fall 2010-2011;Community;Accounting;Secondary School -Literature;Diploma;Al Shifa Bint Abdulla Ctr;KALBA;UAE-Sharjah
21;F;Fall 2010-2011;Community;Accounting;Secondary School -Literature;Diploma;Al Shifa Bint Abdulla Ctr;KALBA;GCC
25;F;Fall 2010-2011;Community;Accounting;Secondary School -Literature;Diploma;Al-Bayan Private School;Sharjah;UAE-Sharjah
22;F;Fall 2010-2011;Community;Accounting;Secondary School -Literature;Diploma;Salma Bint Qais Secondary G;DABA AL HESSEN;UAE-Sharjah
24;F;Fall 2010-2011;Community;Accounting;Secondary School -Literature;Diploma;Salma Bint Qais Secondary G;DABA AL HESSEN;UAE-Sharjah
21;F;Fall 2010-2011;Community;Accounting;Secondary School -Scientific;Diploma;Al Shifa Bint Abdulla Ctr;KALBA;UAE-Sharjah
21;F;Fall 2010-2011;Community;Accounting;Secondary School -Literature;Diploma;Jameela Bou Hurraid Sec G;SHARJAH;UAE-Sharjah
21;F;Fall 2010-2011;Community;Accounting;Secondary School -Literature;Diploma;Al Shifa Bint Abdulla Ctr;KALBA;UAE-Sharjah
19;F;Fall 2010-2011;Community;Accounting;Secondary School -Scientific;Diploma;Jameela Bou Hurraid Sec G;SHARJAH;UAE-Sharjah
21;F;Fall 2010-2011;Community;Accounting;Secondary School -Literature;Diploma;Jameela Bou Hurraid Sec G;SHARJAH;UAE-Sharjah
23;M;Fall 2010-2011;Community;Accounting;Secondary School -Literature;Diploma;Saif Al-Yarubi Sec .B. Sch.;Sharjah;UAE-Sharjah
21;F;Fall 2010-2011;Community;Accounting;Secondary School -Literature;Diploma;Al Rayah Secondary;DUBAI;UAE-Sharjah
20;F;Fall 2010-2011;Community;Accounting;Secondary School -Literature;Diploma;Salma Bint Qais Secondary G;DABA AL HESSEN;UAE-Sharjah
19;F;Fall 2010-2011;Community;Accounting;Secondary School -Literature;Diploma;Salma Bint Qais Secondary G;DABA AL HESSEN;UAE-Sharjah
21;M;Fall 2010-2011;Community;Accounting;Secondary School -Literature;Diploma;Al Mahmoud Secondary;KALBA;UAE-Sharjah
22;F;Fall 2010-2011;Community;Accounting;Secondary School -Literature;Diploma;Salma Bint Qais Secondary G;DABA AL HESSEN;UAE-Sharjah
24;F;Fall 2010-2011;Community;Accounting;Secondary School -Literature;Diploma;Al Shifa Bint Abdulla Ctr;KALBA;UAE-Sharjah
20;F;Fall 2010-2011;Community;Accounting;Secondary School -Literature;Diploma;Jameela Bou Hurraid Sec G;SHARJAH;UAE-Sharjah
32;F;Fall 2010-2011;Community;Accounting;Secondary School -Literature;Diploma;Al Shifa Bint Abdulla Ctr;KALBA;UAE-Sharjah
18;F;Fall 2010-2011;Community;Accounting;Secondary School -Literature;Diploma;Al Shahel Private School;Sharjah;Nil (No Official Documents)
22;F;Fall 2010-2011;Community;Accounting;Secondary School -Literature;Diploma;Salma Bint Qais Secondary G;DABA AL HESSEN;UAE-Sharjah
21;F;Fall 2010-2011;Community;Accounting;Secondary School -Literature;Diploma;Umm Omarah Secondary G.;KOR FAKAN;UAE-Sharjah
20;F;Fall 2010-2011;Community;Accounting;Secondary School -Literature;Diploma;Al-Thakafa Sec. Sch. G;Sharjah;UAE-Sharjah
20;F;Fall 2010-2011;Community;Business Administration;Secondary School -Literature;Diploma;Al-Ibda'a Girls' Sec.Sch.;Sharjah;UAE-Sharjah
20;F;Fall 2010-2011;Community;Business Administration;Secondary School -Literature;Diploma;Al Sho'ala Private Sch.;SHARJAH;UAE-Sharjah
22;F;Fall 2010-2011;Community;Business Administration;Secondary School -Literature;Diploma;Fatima Al Zahra' Secondary G.;SHARJAH;UAE-Sharjah
22;F;Fall 2010-2011;Community;Business Administration;Secondary School -Literature;Diploma;Al Reffa'a Secondary G.;SHARJAH;UAE-Sharjah
32;F;Fall 2010-2011;Community;Business Administration;Secondary School -Literature;Diploma;Omm Al Moameneen Soc Ctr;AJMAN;UAE-Sharjah
