AGE;GNDR;ADMIT;COLLEGE;STUDENT_MAJOR;DIPLOMA_DESCRIPTION;STUDENT_LEVEL;SCHOOL;SCHOOL_CITY;CITIZENSHIP
21;M;Spring 2010-2011;Business Administration;Common Business Program;High School -Scientific;Undergraduate;Dubai Modern Education School;DUBAI;GCC
21;M;Spring 2010-2011;Business Administration;Common Business Program;Secondary School -Literature;Undergraduate;Al Motanabi Secondary;ABU DHABI;Non Citizen
19;F;Spring 2010-2011;Business Administration;Common Business Program;Secondary School -Literature;Undergraduate;Rosary School;;Non Citizen
19;F;Spring 2010-2011;Business Administration;Common Business Program;High School -Literature;Undergraduate;Undeclared;;Non Citizen
19;M;Spring 2010-2011;Business Administration;Common Business Program;High School -Scientific;Undergraduate;Abu Dhabi International Pvt;ABU DHABI;Non Citizen
19;M;Spring 2010-2011;Business Administration;Common Business Program;Secondary School -Literature;Undergraduate;Al Hikmah Private Sec. Sch.;AJMAN;UAE-Ajman
20;M;Spring 2010-2011;Business Administration;Common Business Program;IG -Scientific;Undergraduate;Our Own English Secondary;AL FUJAIRAH;Non Citizen
19;M;Spring 2010-2011;Business Administration;Common Business Program;Secondary School -Scientific;Undergraduate;Al Ma'arifa Pvt Intr. School;SHARJAH;Non Citizen
21;M;Spring 2010-2011;Business Administration;Common Business Program;Secondary School -Literature;Undergraduate;Al Esteklal Secondary;DOHA;GCC
23;M;Spring 2010-2011;Business Administration;Common Business Program;Secondary School -Scientific;Undergraduate;Kingdom Private Schools;;GCC
19;M;Spring 2010-2011;Business Administration;Common Business Program;High School -Scientific;Undergraduate;Al Mawakeb Pvt School;DUBAI;GCC
19;M;Spring 2010-2011;Communication;Mass Communication;High School -Scientific;Undergraduate;Al Ma'arifa Int. Private Sch.;Sharjah;UAE-Sharjah
20;F;Spring 2010-2011;Communication;Mass Communication;Secondary School -Scientific;Undergraduate;Undeclared;;GCC
18;F;Spring 2010-2011;Communication;Mass Communication;Secondary School -Scientific;Undergraduate;National Charity School Girls;Dubai;Non Citizen
20;F;Spring 2010-2011;Communication;Mass Communication;Secondary School -Literature;Undergraduate;Al Gobaibah Secondary G.;SHARJAH;Non Citizen
19;F;Spring 2010-2011;Communication;Mass Communication;Secondary School -Scientific;Undergraduate;Amna Bint Wahb Sec. Sch.G.;Dubai;Non Citizen
19;F;Spring 2010-2011;Communication;Mass Communication;Secondary School -Literature;Undergraduate;Al Hilaleyaat Girls' School;Sharjah;Non Citizen
18;F;Spring 2010-2011;Communication;Mass Communication;Secondary School -Scientific;Undergraduate;National Charity School Girls;Dubai;Non Citizen
20;F;Spring 2010-2011;Communication;Mass Communication;Secondary School -Literature;Undergraduate;Bahithat Al Badyeh Secondary G;SHARJAH;UAE-Sharjah
19;F;Spring 2010-2011;Communication;Mass Communication;Secondary School -Literature;Undergraduate;Al Sofooh Secondary G.;DUBAI;UAE-Dubai
19;F;Spring 2010-2011;Communication;Mass Communication;Secondary School -Literature;Undergraduate;Palestine Secondary;ABU DHABI;Non Citizen
24;F;Spring 2010-2011;Communication;Mass Communication;Secondary School -Scientific;Undergraduate;Salma Bint Qais Secondary G;DABA AL HESSEN;UAE-Sharjah
19;F;Spring 2010-2011;Communication;Mass Communication;Secondary School -Literature;Undergraduate;Salma Bint Qais Secondary G;DABA AL HESSEN;UAE-Sharjah
20;F;Spring 2010-2011;Communication;Mass Communication;Secondary School -Literature;Undergraduate;Palestine Secondary;ABU DHABI;UAE-Ras Alkhaimah
20;M;Spring 2010-2011;Communication;Mass Communication;Secondary School -Literature;Undergraduate;Al-Aalam Al-Jadeed Private Sch;Dubai;Non Citizen
20;M;Spring 2010-2011;Communication;Mass Communication;Secondary School -Scientific;Undergraduate;Undeclared;;GCC
20;M;Spring 2010-2011;Communication;Mass Communication;Secondary School -Literature;Undergraduate;Al Sho'ala Private Sch.;SHARJAH;Non Citizen
29;M;Spring 2010-2011;Communication;Mass Communication;Secondary School -Scientific;Undergraduate;Saleh Shehab Secondary;KUWAIT;GCC
22;M;Spring 2010-2011;Communication;Mass Communication;Secondary School -Literature;Undergraduate;Dar Al Uloom Pvt Secondary;AL AIN;UAE-Abu Dhabi
20;M;Spring 2010-2011;Communication;Mass Communication;Secondary School -Literature;Undergraduate;Jasem Bin Hamad Secondary;DOHA;Non Citizen
20;M;Spring 2010-2011;Communication;Mass Communication;High School -Scientific;Undergraduate;Sharjah American Intl School;SHARJAH;GCC
22;M;Spring 2010-2011;Communication;Mass Communication;Secondary School -Literature;Undergraduate;Manar Al Iman Pvt Charity Sch;AJMAN;Non Citizen
18;M;Spring 2010-2011;Communication;Mass Communication;Secondary School -Scientific;Undergraduate;Al Ahlia Al Khayria Secondary;DUBAI;Non Citizen
21;M;Spring 2010-2011;Communication;Mass Communication;Secondary School -Scientific;Undergraduate;Al Ahlia Al Khayria Secondary;DUBAI;Non Citizen
20;M;Spring 2010-2011;Communication;Mass Communication;Secondary School -Scientific;Undergraduate;Al Sho'ala Private Sch.;SHARJAH;Non Citizen
20;M;Spring 2010-2011;Communication;Mass Communication;Secondary School -Literature;Undergraduate;Al Mahmoud Secondary;KALBA;UAE-Sharjah
23;M;Spring 2010-2011;Communication;Mass Communication;Secondary School -Literature;Undergraduate;Al Madam Secondary;SHARJAH;UAE-Dubai
20;F;Spring 2010-2011;Communication;Public Relation;Secondary School -Scientific;Undergraduate;Nora Bint Sultan Secondary G;RAS AL-KHAIMAH;Nil (No Official Documents)
19;M;Spring 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Salman Al Farresi Secondary;SHARJAH;Non Citizen
21;F;Spring 2010-2011;Communication;Public Relation;Secondary School -Scientific;Undergraduate;Undeclared;;Non Citizen
19;F;Spring 2010-2011;Communication;Public Relation;Secondary School -Scientific;Undergraduate;Undeclared;;Non Citizen
20;F;Spring 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Salma Bint Qais Secondary G;DABA AL HESSEN;UAE-Sharjah
21;F;Spring 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Salma Bint Qais Secondary G;DABA AL HESSEN;UAE-Sharjah
25;F;Spring 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Dar Al Salam Pvt;RIYADH;GCC
19;F;Spring 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Um Amarah Sec. Sch. Edu. G.;Sharjah;UAE-Sharjah
19;M;Spring 2010-2011;Communication;Public Relation;Secondary School -Scientific;Undergraduate;Saif Al-Yarubi Sec .B. Sch.;Sharjah;UAE-Sharjah
21;F;Spring 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Al Heerah Secondary G;SHARJAH;UAE-Sharjah
22;F;Spring 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Al Dheet Secondary G;RAS AL KHAIMAH - EMI;UAE-Sharjah
21;F;Spring 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Al Wahda Private School;Sharjah;GCC
19;F;Spring 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Merbeh Girls' Sch. Sec. Edu.;AL FUJAIRAH;UAE-Al Fujairah
20;F;Spring 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Salma Bint Qais Secondary G;DABA AL HESSEN;UAE-Sharjah
20;F;Spring 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Salma Bint Qais Secondary G;DABA AL HESSEN;UAE-Sharjah
21;M;Spring 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Sha'am Secondary;RAS AL-KHAIMAH;UAE-Ras Alkhaimah
21;M;Spring 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Undeclared;;UAE-Abu Dhabi
20;M;Spring 2010-2011;Communication;Public Relation;Secondary School -Scientific;Undergraduate;Khaleefah Secondary;DOHA;GCC
19;M;Spring 2010-2011;Communication;Public Relation;Secondary School -Commercial;Undergraduate;Al Anjal Secondary;SAUDIA ARABIA;GCC
20;M;Spring 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Hamad BinAbdul. AlSharqi Sec B;AL FUJAIRAH - EMIRAT;UAE-Al Fujairah
22;F;Spring 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Al Yarmouk(2);KUWAIT;GCC
23;M;Spring 2010-2011;Communication;Public Relation;Secondary School -Scientific;Undergraduate;Al-Aalam Al-Jadeed Private Sch;Dubai;Non Citizen
20;M;Spring 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Al Rafee'a Secondary;SHARJAH;UAE-Sharjah
19;M;Spring 2010-2011;Communication;Public Relation;Secondary School -Scientific;Undergraduate;Khaleefah Secondary;DOHA;GCC
27;M;Spring 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Halwan Secondary;SHARJAH;Non Citizen
23;M;Spring 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Wadi Al Hilw Secondary School;SHARJAH;UAE-Sharjah
20;M;Spring 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Halwan Secondary;SHARJAH;Nil (No Official Documents)
22;M;Spring 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Al Khaleej Al Arabi Secondary;SHARJAH;UAE-Sharjah
20;M;Spring 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Al-Thumeed Secondary Boys Sch.;Sharjah;UAE-Sharjah
22;M;Spring 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Abu Tammam B Basic & Secondary;Fujairah;UAE-Al Fujairah
20;M;Spring 2010-2011;Communication;Public Relation;Secondary School -Literature;Undergraduate;Al-Thumeed Secondary Boys Sch.;Sharjah;UAE-Sharjah
18;M;Spring 2010-2011;Communication;Public Relation;Secondary School -Scientific;Undergraduate;Khaleefah Secondary;DOHA;GCC
22;F;Spring 2010-2011;Community;Business Administration;Secondary School -Literature;Diploma;Dabba Al Fujairah Secondary;AL FUJAIRAH;UAE-Al Fujairah
33;M;Spring 2010-2011;Community;Environmental Health & Safety;Secondary School -Scientific;Diploma;Mo'ad Bin Jabel Secondary;SHARJAH;UAE-Sharjah
29;M;Spring 2010-2011;Community;Environmental Health & Safety;Secondary School -Scientific;Diploma;Mo'ad Bin Jabel Secondary;SHARJAH;UAE-Sharjah
22;M;Spring 2010-2011;Community;Environmental Health & Safety;Secondary School -Scientific;Diploma;Al Ameer Secondary;UMM AL QUWAIN;Non Citizen
22;M;Spring 2010-2011;Community;Environmental Health & Safety;Secondary School -Scientific;Diploma;Mo'ad Bin Jabel Secondary;SHARJAH;UAE-Sharjah
27;M;Spring 2010-2011;Community;Food Safety;Secondary School -Scientific;Diploma;Mo'ad Bin Jabel Secondary;SHARJAH;UAE-Sharjah
27;M;Spring 2010-2011;Community;Food Safety;Secondary School -Literature;Diploma;Saif Al Ya'roubi Secondary;AL FUJAIRAH;UAE-Sharjah
27;M;Spring 2010-2011;Community;Food Safety;Secondary School -Scientific;Diploma;Saif Al Ya'roubi Secondary;AL FUJAIRAH;UAE-Sharjah
27;M;Spring 2010-2011;Community;Food Safety;Secondary School -Scientific;Diploma;Al Oroubah Secondary sch;SHARJAH;UAE-Sharjah
28;M;Spring 2010-2011;Community;Food Safety;Secondary School -Scientific;Diploma;Al Thaid Secondary;SHARJAH;UAE-Dubai
27;M;Spring 2010-2011;Community;Food Safety;Secondary School -Scientific;Diploma;Al Thaid Secondary;SHARJAH;UAE-Sharjah
27;M;Spring 2010-2011;Community;Food Safety;Secondary School -Scientific;Diploma;Saif Al Ya'roubi Secondary;AL FUJAIRAH;UAE-Sharjah
26;M;Spring 2010-2011;Community;Food Safety;Secondary School -Scientific;Diploma;Halwan Secondary;SHARJAH;UAE-Sharjah
28;M;Spring 2010-2011;Community;Food Safety;Secondary School -Scientific;Diploma;Saif Al Ya'roubi Secondary;AL FUJAIRAH;UAE-Sharjah
35;M;Spring 2010-2011;Community;Food Safety;Secondary School -Scientific;Diploma;Ahmed Bin Hanbel Secondary;SHARJAH;UAE-Sharjah
26;M;Spring 2010-2011;Community;Food Safety;Secondary School -Scientific;Diploma;Urwa Bin Mas'oud Secondary;SHARJAH;UAE-Sharjah
30;M;Spring 2010-2011;Community;Food Safety;Secondary School -Scientific;Diploma;Al Khalil Bin Ahmed Secondary;SHARJAH;UAE-Sharjah
28;M;Spring 2010-2011;Community;Food Safety;Secondary School -Scientific;Diploma;Saif Al Ya'roubi Secondary;AL FUJAIRAH;UAE-Sharjah
26;M;Spring 2010-2011;Community;Food Safety;Secondary School -Scientific;Diploma;Halwan Secondary;SHARJAH;UAE-Sharjah
27;M;Spring 2010-2011;Community;Food Safety;High School -Scientific;Diploma;Saif Al Ya'roubi Secondary;AL FUJAIRAH;UAE-Sharjah
27;M;Spring 2010-2011;Community;Food Safety;Secondary School -Scientific;Diploma;Al Khaleej Al Arabi Secondary;SHARJAH;UAE-Sharjah
25;M;Spring 2010-2011;Community;Food Safety;Secondary School -Scientific;Diploma;Al Oroubah Secondary sch;SHARJAH;UAE-Sharjah
27;M;Spring 2010-2011;Community;Food Safety;Secondary School -Scientific;Diploma;Mo'ad Bin Jabel Secondary;SHARJAH;UAE-Sharjah
27;M;Spring 2010-2011;Community;Food Safety;Secondary School -Scientific;Diploma;Saif Al Ya'roubi Secondary;AL FUJAIRAH;UAE-Sharjah
29;M;Spring 2010-2011;Community;Food Safety;Secondary School -Scientific;Diploma;Al Saj'ah Secondary;SHARJAH;UAE-Sharjah
27;M;Spring 2010-2011;Community;Food Safety;Secondary School -Scientific;Diploma;Saif Al Ya'roubi Secondary;AL FUJAIRAH;UAE-Sharjah
28;M;Spring 2010-2011;Community;Food Safety;Secondary School -Scientific;Diploma;Al Zied Secondary;SHARJAH;UAE-Sharjah
25;M;Spring 2010-2011;Community;Food Safety;Secondary School -Scientific;Diploma;Saif Al Ya'roubi Secondary;AL FUJAIRAH;UAE-Sharjah
25;M;Spring 2010-2011;Community;Food Safety;Secondary School -Scientific;Diploma;Saif Al Ya'roubi Secondary;AL FUJAIRAH;UAE-Sharjah
27;M;Spring 2010-2011;Community;Food Safety;Secondary School -Scientific;Diploma;Abu Aubaida Bin Aljarah Sec;KALBA;UAE-Sharjah
36;M;Spring 2010-2011;Community;Food Safety;Secondary School -Scientific;Diploma;Halwan Secondary;SHARJAH;UAE-Sharjah
25;M;Spring 2010-2011;Community;Food Safety;Secondary School -Scientific;Diploma;Al Khaldia Secondary;SHARJAH;UAE-Sharjah
22;M;Spring 2010-2011;Community;Food Safety;Secondary School -Scientific;Diploma;Shawkah Boys School;Ras Al-Khaima;UAE-Sharjah
22;M;Spring 2010-2011;Community;Food Safety;Secondary School -Scientific;Diploma;Al Mahmoud Secondary;KALBA;UAE-Sharjah
23;M;Spring 2010-2011;Community;Food Safety;Secondary School -Scientific;Diploma;Mo'ad Bin Jabel Secondary;SHARJAH;UAE-Sharjah
23;M;Spring 2010-2011;Community;Food Safety;Secondary School -Scientific;Diploma;Al Khaldia Secondary;SHARJAH;UAE-Sharjah
22;M;Spring 2010-2011;Community;Food Safety;Secondary School -Scientific;Diploma;Al Khalil Bin Ahmed Secondary;SHARJAH;UAE-Sharjah
24;M;Spring 2010-2011;Community;Food Safety;Secondary School -Scientific;Diploma;Al Khalil Bin Ahmed Secondary;SHARJAH;UAE-Sharjah
24;M;Spring 2010-2011;Community;Food Safety;Secondary School -Scientific;Diploma;Al Melaiha Secondary;SHARJAH;UAE-Sharjah
23;M;Spring 2010-2011;Community;Food Safety;Secondary School -Scientific;Diploma;Saif Al Ya'roubi Secondary;AL FUJAIRAH;UAE-Sharjah
22;M;Spring 2010-2011;Community;Food Safety;Secondary School -Scientific;Diploma;Saif Al Ya'roubi Secondary;AL FUJAIRAH;UAE-Sharjah
24;M;Spring 2010-2011;Community;Food Safety;Secondary School -Scientific;Diploma;Al Khaldia Secondary;SHARJAH;UAE-Sharjah
22;M;Spring 2010-2011;Community;Food Safety;Secondary School -Scientific;Diploma;Saif Al Ya'roubi Secondary;AL FUJAIRAH;UAE-Sharjah
23;M;Spring 2010-2011;Community;Food Safety;Secondary School -Scientific;Diploma;Al Khalil Bin Ahmed Secondary;SHARJAH;UAE-Sharjah
23;M;Spring 2010-2011;Community;Food Safety;Secondary School -Scientific;Diploma;Al Thaid Secondary;SHARJAH;UAE-Sharjah
25;M;Spring 2010-2011;Community;Food Safety;Secondary School -Scientific;Diploma;Saif Al Ya'roubi Secondary;AL FUJAIRAH;UAE-Sharjah
25;M;Spring 2010-2011;Community;Food Safety;Secondary School -Scientific;Diploma;Jasem Bin Hamad Secondary;DOHA;UAE-Sharjah
26;M;Spring 2010-2011;Community;Food Safety;Secondary School -Scientific;Diploma;Mo'ad Bin Jabel Secondary;SHARJAH;UAE-Sharjah
22;F;Spring 2010-2011;Community;Foundation;Secondary School -Literature;Diploma;Jameela Bou Hurraid Sec G;SHARJAH;UAE-Sharjah
23;F;Spring 2010-2011;Engineering;Computer Engineering;;Graduate;;;UAE-Abu Dhabi
20;F;Spring 2010-2011;Engineering;Architectural Engineering;High School -Scientific;Undergraduate;Dubai International Secondary;DUBAI;UAE-Dubai
19;F;Spring 2010-2011;Engineering;Architectural Engineering;Secondary School -Scientific;Undergraduate;National Charity School Girls;Dubai;Non Citizen
20;F;Spring 2010-2011;Engineering;Architectural Engineering;High School -Scientific;Undergraduate;Al Mawakeb Pvt School;DUBAI;Non Citizen
22;F;Spring 2010-2011;Engineering;Architectural Engineering;Secondary School -Scientific;Undergraduate;Al Ma'arifa Pvt Intr. School;SHARJAH;Non Citizen
19;M;Spring 2010-2011;Engineering;Architectural Engineering;Secondary School -Scientific;Undergraduate;Al Khaleej Al Arabi Secondary;SHARJAH;Non Citizen
19;M;Spring 2010-2011;Engineering;Architectural Engineering;Secondary School -Scientific;Undergraduate;Al Nour Intrnational Pvt B;SHARJAH - EMIRATE;Non Citizen
21;M;Spring 2010-2011;Engineering;Architectural Engineering;High School -Scientific;Undergraduate;Sharjah American Intl School;SHARJAH;Non Citizen
18;F;Spring 2010-2011;Engineering;Civil Engineering;High School -Scientific;Undergraduate;Al Dhafra  Pvt Secondary;ABU DHABI;Non Citizen
20;F;Spring 2010-2011;Engineering;Civil Engineering;High School -Scientific;Undergraduate;Emirats Pvt School;ABU DHABI;UAE-Dubai
20;F;Spring 2010-2011;Engineering;Civil Engineering;Secondary School -Scientific;Undergraduate;Al Shefa' Bint Abdulla Sec;SUHAR;UAE-Sharjah
19;F;Spring 2010-2011;Engineering;Civil Engineering;High School -Scientific;Undergraduate;Al Mawakeb Pvt School;DUBAI;Non Citizen
19;M;Spring 2010-2011;Engineering;Civil Engineering;Secondary School -Scientific;Undergraduate;Al Mannarah Pvt;ABU DHABI;Non Citizen
19;M;Spring 2010-2011;Engineering;Civil Engineering;IG -Scientific;Undergraduate;St. Mary Catholic High School;DUBAI;Non Citizen
19;M;Spring 2010-2011;Engineering;Civil Engineering;Secondary School -Scientific;Undergraduate;Mohamed Bin Rashid Secondary B;DUBAI;Non Citizen
19;M;Spring 2010-2011;Engineering;Civil Engineering;Secondary School -Scientific;Undergraduate;Al Khalil Bin Ahmed Secondary;SHARJAH;UAE-Sharjah
19;M;Spring 2010-2011;Engineering;Civil Engineering;Secondary School -Scientific;Undergraduate;Undeclared;;Non Citizen
19;M;Spring 2010-2011;Engineering;Civil Engineering;Secondary School -Scientific;Undergraduate;Al Ahlia Pvt Secondary;SHARJAH;Non Citizen
20;M;Spring 2010-2011;Engineering;Civil Engineering;Secondary School -Scientific;Undergraduate;Sa'eed Bin Jubair Secondary;RAS AL-KHAIMAH;UAE-Ras Alkhaimah
19;M;Spring 2010-2011;Engineering;Civil Engineering;Secondary School -Scientific;Undergraduate;Al Mannarah Pvt;ABU DHABI;Non Citizen
19;M;Spring 2010-2011;Engineering;Civil Engineering;Secondary School -Scientific;Undergraduate;Al Motanabi Secondary;ABU DHABI;Non Citizen
18;M;Spring 2010-2011;Engineering;Civil Engineering;Secondary School -Scientific;Undergraduate;Al-Ma'ali Private School;Abu Dhabi;Non Citizen
19;M;Spring 2010-2011;Engineering;Civil Engineering;Secondary School -Scientific;Undergraduate;Al Rashed Al Salleh Pvt Sec;DUBAI;Non Citizen
20;M;Spring 2010-2011;Engineering;Civil Engineering;Secondary School -Scientific;Undergraduate;Abu Dhabi Secondary;ABU DHABI;Non Citizen
21;M;Spring 2010-2011;Engineering;Civil Engineering;IG -Scientific;Undergraduate;Undeclared;;Non Citizen
21;M;Spring 2010-2011;Engineering;Civil Engineering;Secondary School -Scientific;Undergraduate;Al Ahlia Al Khayria Secondary;DUBAI;Non Citizen
19;M;Spring 2010-2011;Engineering;Civil Engineering;Secondary School -Scientific;Undergraduate;Dar Al Uloom Pvt Secondary;AL AIN;Non Citizen
19;F;Spring 2010-2011;Engineering;Electrical/Electronic Engr.;Secondary School -Scientific;Undergraduate;Palestine Secondary;ABU DHABI;GCC
21;F;Spring 2010-2011;Engineering;Electrical/Electronic Engr.;High School -Scientific;Undergraduate;Al Ma'refa Private School;SHARJAH;Non Citizen
19;M;Spring 2010-2011;Engineering;Electrical/Electronic Engr.;Technical -Industrial;Undergraduate;Institute ofApplied Technology;Fujairah;UAE-Sharjah
20;M;Spring 2010-2011;Engineering;Electrical/Electronic Engr.;Technical -Industrial;Undergraduate;Institute ofApplied Technology;Ras Al-Khaima;UAE-Ras Alkhaimah
19;M;Spring 2010-2011;Engineering;Electrical/Electronic Engr.;Secondary School -Scientific;Undergraduate;Al Oroubah Secondary sch;SHARJAH;Nil (No Official Documents)
20;M;Spring 2010-2011;Engineering;Electrical/Electronic Engr.;Secondary School -Scientific;Undergraduate;Al Waheeda Secondary;DUBAI;Non Citizen
19;M;Spring 2010-2011;Engineering;Electrical/Electronic Engr.;Secondary School -Scientific;Undergraduate;Ahmad Bin Hanbal Secondary B;Doha;GCC
19;M;Spring 2010-2011;Engineering;Electrical/Electronic Engr.;Secondary School -Scientific;Undergraduate;Ashbal Al Quds Private Sch.;ABU DHABI;Non Citizen
20;M;Spring 2010-2011;Engineering;Electrical/Electronic Engr.;High School -Scientific;Undergraduate;Al Rowad Pvt Secondary;RIYADH;Non Citizen
19;F;Spring 2010-2011;Engineering;Industrial Engineering & Mgt;Secondary School -Scientific;Undergraduate;Haya Bint Al Hosayn Sec. Sch.;Dubai;UAE-Dubai
19;F;Spring 2010-2011;Engineering;Industrial Engineering & Mgt;Secondary School -Scientific;Undergraduate;Al Ahlia Pvt Secondary;SHARJAH;Non Citizen
20;F;Spring 2010-2011;Engineering;Industrial Engineering & Mgt;Secondary School -Scientific;Undergraduate;Undeclared;;Non Citizen
19;M;Spring 2010-2011;Engineering;Industrial Engineering & Mgt;Secondary School -Scientific;Undergraduate;Dubai Modern Education School;DUBAI;Non Citizen
20;M;Spring 2010-2011;Engineering;Industrial Engineering & Mgt;Secondary School -Scientific;Undergraduate;Khalefah Bin Zayed Secondary;ABU DHABI;Non Citizen
21;M;Spring 2010-2011;Engineering;Industrial Engineering & Mgt;IG -Scientific;Undergraduate;Undeclared;;Non Citizen
19;F;Spring 2010-2011;Engineering;Sustainable/Renewable Enrg Eng;High School -Scientific;Undergraduate;Al Khaleej National Pvt Sch;DUBAI;UAE-Abu Dhabi
19;F;Spring 2010-2011;Engineering;Sustainable/Renewable Enrg Eng;Secondary School -Scientific;Undergraduate;Waset Secondary G;SHARJAH;UAE-Sharjah
19;M;Spring 2010-2011;Engineering;Sustainable/Renewable Enrg Eng;High School -Scientific;Undergraduate;American International School;Dubai;Non Citizen
20;M;Spring 2010-2011;Engineering;Sustainable/Renewable Enrg Eng;Secondary School -Scientific;Undergraduate;Al Mannarah Pvt;ABU DHABI;Non Citizen
19;M;Spring 2010-2011;Engineering;Sustainable/Renewable Enrg Eng;Secondary School -Scientific;Undergraduate;Al Mannarah Pvt;ABU DHABI;Non Citizen
20;M;Spring 2010-2011;Engineering;Sustainable/Renewable Enrg Eng;Secondary School -Scientific;Undergraduate;Zayed The 1st Secondary;AL AIN;Non Citizen
19;F;Spring 2010-2011;Fine Arts & Design;Interior Architecture & Design;Secondary School -Literature;Fine Art;Rosary School;;Non Citizen
19;F;Spring 2010-2011;Fine Arts & Design;Interior Architecture & Design;Pak. Board Cert. -Literature;Fine Art;Pakistan Islamic Higher Sec;SHARJAH;Non Citizen
19;F;Spring 2010-2011;Fine Arts & Design;Interior Architecture & Design;Pak. Board Cert. -Literature;Fine Art;Pakistan Islamic Higher Sec;SHARJAH;Non Citizen
20;F;Spring 2010-2011;Fine Arts & Design;Interior Architecture & Design;Secondary School -Literature;Fine Art;Al Qarm Pvt School;OMAN;GCC
19;F;Spring 2010-2011;Fine Arts & Design;Interior Architecture & Design;Secondary School -Scientific;Fine Art;Rouqaya Sec. Sch. G.;Sharjah;UAE-Sharjah
21;F;Spring 2010-2011;Fine Arts & Design;Interior Architecture & Design;Secondary School -Scientific;Fine Art;Al Samha Secondary;ABU DHABI;UAE-Sharjah
19;M;Spring 2010-2011;Fine Arts & Design;Interior Architecture & Design;Secondary School -Scientific;Fine Art;Al-Aalam Al-Jadeed Private Sch;Dubai;Non Citizen
22;F;Spring 2010-2011;Health Sciences;Clinical Nutrition & Dietetics;High School -Scientific;Undergraduate;Khadija Al Kobra Iranian Pvt G;DUBAI;Non Citizen
20;F;Spring 2010-2011;Health Sciences;Clinical Nutrition & Dietetics;Secondary School -Scientific;Undergraduate;Al Ma'refa Private School;SHARJAH;Non Citizen
29;F;Spring 2010-2011;Health Sciences;Clinical Nutrition & Dietetics;Secondary School -Scientific;Undergraduate;Amna Bint Wahb Sec. Sch.G.;Dubai;UAE-Dubai
20;F;Spring 2010-2011;Health Sciences;Clinical Nutrition & Dietetics;Secondary School -Scientific;Undergraduate;Al Nour Intrnational Pvt B;SHARJAH - EMIRATE;Non Citizen
22;F;Spring 2010-2011;Health Sciences;Environmental Health;Secondary School -Scientific;Undergraduate;Al Sho'ala Private Sch.;SHARJAH;Non Citizen
23;M;Spring 2010-2011;Health Sciences;Health Services Administration;Secondary School -Scientific;Undergraduate;Dar Al Fikr Pvt Secondary;Jeddah;GCC
34;F;Spring 2010-2011;Health Sciences;Medical Diagnostic Imag - Bdg;;Undergraduate;;;GCC
20;M;Spring 2010-2011;Health Sciences;Medical Diagnostic Imaging;Secondary School -Scientific;Undergraduate;Al Tahtheeb Private School;Seehat;GCC
20;F;Spring 2010-2011;Health Sciences;Medical Lab Technology;Secondary School -Scientific;Undergraduate;Aisha Bint Abi Bakr Sec.  G;ABU DHABI;Non Citizen
19;F;Spring 2010-2011;Health Sciences;Medical Lab Technology;Secondary School -Scientific;Undergraduate;Roqaya Secondary;DUBAI;Non Citizen
21;F;Spring 2010-2011;Health Sciences;Nursing;Secondary School -Scientific;Undergraduate;Al Mu'alla Ctr G;UMM AL QUWAIN;Non Citizen
21;F;Spring 2010-2011;Health Sciences;Nursing;Secondary School -Scientific;Undergraduate;Al Sarooj Secondary;AL AIN;Non Citizen
23;F;Spring 2010-2011;Health Sciences;Nursing;High School -Scientific;Undergraduate;Al-Ma'ali Private School;Abu Dhabi;Non Citizen
22;F;Spring 2010-2011;Health Sciences;Nursing;Secondary School -Scientific;Undergraduate;Sawdah Bint Zam'ah Secondary;AJMAN;Non Citizen
22;F;Spring 2010-2011;Health Sciences;Nursing;High School -Scientific;Undergraduate;Richmond Green Sec. Sch;canada;Non Citizen
19;F;Spring 2010-2011;Health Sciences;Nursing;Secondary School -Scientific;Undergraduate;Sawdah Bint Zam'ah Secondary;AJMAN;Non Citizen
23;F;Spring 2010-2011;Health Sciences;Nursing - Bdg;;Undergraduate;;;GCC
24;F;Spring 2010-2011;Health Sciences;Nursing - Bdg;;Undergraduate;;;Non Citizen
